LAT,LON,YEAR,MONTH,DAY,qv2m,prectotcorr,ws10m,ts
23.5,85.0,2011,11,13,11.88,0.0,1.42,18.43
23.5,85.625,2011,11,13,12.19,0.0,1.49,19.94
23.5,86.25,2011,11,13,12.88,0.0,1.13,21.26
23.5,86.875,2011,11,13,13.76,0.0,0.92,22.27
23.5,87.5,2011,11,13,14.31,0.0,1.15,22.65
23.5,88.125,2011,11,13,14.25,0.0,1.01,23.16
24.0,85.0,2011,11,13,12.05,0.0,1.23,19.21
24.0,85.625,2011,11,13,12.22,0.0,1.18,19.82
24.0,86.25,2011,11,13,12.9,0.0,1.07,21.0
24.0,86.875,2011,11,13,13.6,0.0,1.09,21.9
24.0,87.5,2011,11,13,13.88,0.0,1.0,22.36
24.0,88.125,2011,11,13,13.98,0.0,1.01,23.14
22.5,85.0,2011,11,14,11.91,0.03,1.18,20.65
22.5,85.625,2011,11,14,12.2,0.13,0.82,21.26
22.5,86.25,2011,11,14,13.01,0.71,1.23,21.6
22.5,86.875,2011,11,14,13.65,2.11,1.22,22.33
22.5,87.5,2011,11,14,13.85,1.77,0.7,22.78
22.5,88.125,2011,11,14,13.7,0.53,0.92,23.7
23.0,85.0,2011,11,14,11.43,0.06,1.16,19.25
23.0,85.625,2011,11,14,12.29,0.2,1.06,20.55
23.0,86.25,2011,11,14,12.96,0.94,0.9,21.29
23.0,86.875,2011,11,14,13.41,2.85,0.97,21.93
23.0,87.5,2011,11,14,13.68,2.54,0.66,22.44
23.0,88.125,2011,11,14,13.74,0.81,1.02,23.23
23.5,85.0,2011,11,14,11.14,0.06,0.86,18.47
23.5,85.625,2011,11,14,11.93,0.24,0.77,19.88
23.5,86.25,2011,11,14,12.66,1.24,0.72,20.85
23.5,86.875,2011,11,14,13.22,3.12,0.77,21.73
23.5,87.5,2011,11,14,13.5,2.73,0.57,22.24
23.5,88.125,2011,11,14,13.66,0.85,0.92,23.02
24.0,85.0,2011,11,14,11.51,0.05,1.18,19.41
24.0,85.625,2011,11,14,11.8,0.24,0.71,19.83
24.0,86.25,2011,11,14,12.29,1.28,0.57,20.46
24.0,86.875,2011,11,14,12.97,2.63,0.62,21.41
24.0,87.5,2011,11,14,13.3,2.14,0.54,22.01
24.0,88.125,2011,11,14,13.62,0.71,0.91,22.99
22.5,85.0,2011,11,15,11.39,0.02,1.52,19.81
22.5,85.625,2011,11,15,11.8,0.11,1.4,20.94
22.5,86.25,2011,11,15,12.67,0.6,1.26,21.48
22.5,86.875,2011,11,15,13.16,0.77,1.27,21.99
22.5,87.5,2011,11,15,13.11,0.47,1.06,22.41
22.5,88.125,2011,11,15,13.24,0.4,1.25,23.19
23.0,85.0,2011,11,15,10.77,0.04,1.75,18.44
23.0,85.625,2011,11,15,11.74,0.23,1.4,20.26
23.0,86.25,2011,11,15,12.61,1.14,1.23,20.97
23.0,86.875,2011,11,15,12.95,1.36,1.26,21.53
23.0,87.5,2011,11,15,12.99,0.67,0.99,22.0
23.0,88.125,2011,11,15,13.22,0.39,1.13,22.78
23.5,85.0,2011,11,15,10.4,0.06,1.85,17.43
23.5,85.625,2011,11,15,11.34,0.34,1.73,19.17
23.5,86.25,2011,11,15,12.25,1.23,1.36,20.29
23.5,86.875,2011,11,15,12.83,1.39,1.42,21.2
23.5,87.5,2011,11,15,12.92,0.74,1.01,21.73
23.5,88.125,2011,11,15,13.2,0.39,0.98,22.55
24.0,85.0,2011,11,15,10.68,0.05,2.17,18.13
24.0,85.625,2011,11,15,11.11,0.29,2.02,18.89
24.0,86.25,2011,11,15,11.87,0.8,1.68,19.9
24.0,86.875,2011,11,15,12.57,0.87,1.51,20.81
24.0,87.5,2011,11,15,12.82,0.53,1.21,21.36
24.0,88.125,2011,11,15,13.11,0.26,1.07,22.39
22.5,85.0,2011,11,16,9.74,0.0,2.16,18.27
22.5,85.625,2011,11,16,9.88,0.0,2.04,19.02
22.5,86.25,2011,11,16,10.82,0.01,2.01,19.46
22.5,86.875,2011,11,16,12.48,0.12,2.07,20.98
22.5,87.5,2011,11,16,13.17,0.24,1.44,21.97
22.5,88.125,2011,11,16,13.4,0.27,1.6,22.74
23.0,85.0,2011,11,16,9.46,0.0,2.55,16.88
23.0,85.625,2011,11,16,10.07,0.0,2.43,18.31
23.0,86.25,2011,11,16,10.91,0.02,2.21,19.24
23.0,86.875,2011,11,16,12.16,0.15,1.98,20.53
23.0,87.5,2011,11,16,12.92,0.38,1.54,21.46
23.0,88.125,2011,11,16,13.3,0.47,1.55,22.06
23.5,85.0,2011,11,16,9.6,0.0,2.47,15.96
23.5,85.625,2011,11,16,10.11,0.0,2.55,17.6
23.5,86.25,2011,11,16,10.76,0.03,2.34,18.83
23.5,86.875,2011,11,16,11.75,0.16,2.13,20.13
23.5,87.5,2011,11,16,12.56,0.48,1.75,20.98
23.5,88.125,2011,11,16,13.06,0.72,1.54,21.66
24.0,85.0,2011,11,16,10.14,0.0,2.29,17.01
24.0,85.625,2011,11,16,10.29,0.0,2.47,17.53
24.0,86.25,2011,11,16,10.68,0.03,2.38,18.44
24.0,86.875,2011,11,16,11.38,0.19,2.24,19.58
24.0,87.5,2011,11,16,12.16,0.61,1.95,20.51
24.0,88.125,2011,11,16,12.81,1.04,1.66,21.51
22.5,85.0,2011,11,17,9.74,0.0,1.93,18.08
22.5,85.625,2011,11,17,9.62,0.0,1.93,18.72
22.5,86.25,2011,11,17,9.93,0.0,1.86,18.92
22.5,86.875,2011,11,17,10.76,0.0,1.92,19.91
22.5,87.5,2011,11,17,11.32,0.0,1.74,20.53
22.5,88.125,2011,11,17,11.99,0.0,2.03,21.53
23.0,85.0,2011,11,17,9.46,0.0,2.41,16.96
23.0,85.625,2011,11,17,9.92,0.0,2.41,18.3
23.0,86.25,2011,11,17,10.28,0.0,2.1,18.84
23.0,86.875,2011,11,17,10.87,0.0,1.8,19.67
23.0,87.5,2011,11,17,11.28,0.0,1.66,20.35
23.0,88.125,2011,11,17,11.93,0.0,1.98,20.94
23.5,85.0,2011,11,17,9.54,0.0,2.68,16.28
23.5,85.625,2011,11,17,10.06,0.0,2.69,17.76
23.5,86.25,2011,11,17,10.53,0.0,2.29,18.68
23.5,86.875,2011,11,17,11.04,0.0,1.97,19.55
23.5,87.5,2011,11,17,11.34,0.0,1.7,20.18
23.5,88.125,2011,11,17,11.85,0.02,1.93,20.79
24.0,85.0,2011,11,17,10.03,0.0,2.87,17.23
24.0,85.625,2011,11,17,10.25,0.0,2.69,17.66
24.0,86.25,2011,11,17,10.66,0.0,2.32,18.43
24.0,86.875,2011,11,17,11.11,0.0,2.07,19.24
24.0,87.5,2011,11,17,11.33,0.01,1.8,19.9
24.0,88.125,2011,11,17,11.85,0.11,2.0,20.72
22.5,85.0,2011,11,18,10.03,0.0,2.13,18.36
22.5,85.625,2011,11,18,9.9,0.0,2.11,18.84
22.5,86.25,2011,11,18,10.39,0.0,2.05,18.76
22.5,86.875,2011,11,18,11.07,0.0,2.04,19.62
22.5,87.5,2011,11,18,11.25,0.0,1.4,20.35
22.5,88.125,2011,11,18,11.67,0.0,1.54,21.21
23.0,85.0,2011,11,18,9.72,0.0,2.63,17.04
23.0,85.625,2011,11,18,10.08,0.0,2.53,18.21
23.0,86.25,2011,11,18,10.57,0.0,2.12,18.73
23.0,86.875,2011,11,18,11.06,0.0,1.72,19.52
23.0,87.5,2011,11,18,11.36,0.0,1.16,20.28
23.0,88.125,2011,11,18,11.88,0.0,1.37,20.7
23.5,85.0,2011,11,18,9.64,0.0,2.49,16.0
23.5,85.625,2011,11,18,9.99,0.0,2.5,17.46
23.5,86.25,2011,11,18,10.51,0.0,1.92,18.53
23.5,86.875,2011,11,18,11.01,0.0,1.43,19.51
23.5,87.5,2011,11,18,11.57,0.0,0.98,20.14
23.5,88.125,2011,11,18,12.06,0.0,1.34,20.67
24.0,85.0,2011,11,18,9.91,0.0,2.13,16.78
24.0,85.625,2011,11,18,10.02,0.0,2.24,17.27
24.0,86.25,2011,11,18,10.43,0.0,1.67,18.18
24.0,86.875,2011,11,18,10.85,0.0,1.06,19.25
24.0,87.5,2011,11,18,11.67,0.0,1.03,19.87
24.0,88.125,2011,11,18,12.21,0.0,1.55,20.63
22.5,85.0,2011,11,19,10.2,0.0,1.97,18.38
22.5,85.625,2011,11,19,10.23,0.0,1.84,18.82
22.5,86.25,2011,11,19,10.85,0.0,1.82,18.84
22.5,86.875,2011,11,19,11.66,0.0,1.83,19.81
22.5,87.5,2011,11,19,12.33,0.0,1.56,20.59
22.5,88.125,2011,11,19,12.67,0.0,1.79,21.69
23.0,85.0,2011,11,19,9.96,0.0,2.15,16.87
23.0,85.625,2011,11,19,10.41,0.0,1.99,18.07
23.0,86.25,2011,11,19,10.99,0.0,1.84,18.75
23.0,86.875,2011,11,19,11.7,0.0,1.62,19.65
23.0,87.5,2011,11,19,12.53,0.0,1.54,20.53
23.0,88.125,2011,11,19,12.82,0.0,1.85,21.13
23.5,85.0,2011,11,19,9.91,0.0,1.68,15.84
23.5,85.625,2011,11,19,10.36,0.0,1.75,17.36
23.5,86.25,2011,11,19,11.06,0.0,1.72,18.57
23.5,86.875,2011,11,19,11.91,0.0,1.56,19.68
23.5,87.5,2011,11,19,12.64,0.0,1.59,20.51
23.5,88.125,2011,11,19,12.76,0.0,1.91,20.89
24.0,85.0,2011,11,19,10.13,0.0,1.44,16.75
24.0,85.625,2011,11,19,10.43,0.0,1.44,17.3
24.0,86.25,2011,11,19,11.05,0.0,1.51,18.38
24.0,86.875,2011,11,19,11.92,0.0,1.47,19.53
24.0,87.5,2011,11,19,12.55,0.0,1.68,20.27
24.0,88.125,2011,11,19,12.68,0.0,2.08,20.77
22.5,85.0,2011,11,20,11.4,0.0,2.06,19.03
22.5,85.625,2011,11,20,11.56,0.0,1.89,19.35
22.5,86.25,2011,11,20,12.13,0.0,1.71,19.59
22.5,86.875,2011,11,20,12.89,0.0,2.01,20.6
22.5,87.5,2011,11,20,13.25,0.0,2.2,21.11
22.5,88.125,2011,11,20,13.24,0.0,2.24,22.0
23.0,85.0,2011,11,20,11.2,0.0,2.12,17.77
23.0,85.625,2011,11,20,11.75,0.0,1.98,18.97
23.0,86.25,2011,11,20,12.4,0.0,1.89,19.79
23.0,86.875,2011,11,20,12.94,0.0,2.05,20.51
23.0,87.5,2011,11,20,13.19,0.0,2.18,21.01
23.0,88.125,2011,11,20,13.2,0.0,2.14,21.5
23.5,85.0,2011,11,20,11.15,0.0,1.52,16.94
23.5,85.625,2011,11,20,11.84,0.0,1.74,18.51
23.5,86.25,2011,11,20,12.46,0.0,1.92,19.64
23.5,86.875,2011,11,20,12.93,0.0,2.1,20.44
23.5,87.5,2011,11,20,13.08,0.0,2.19,20.97
23.5,88.125,2011,11,20,13.03,0.0,2.03,21.42
24.0,85.0,2011,11,20,11.32,0.0,1.66,17.74
24.0,85.625,2011,11,20,11.86,0.0,1.54,18.45
24.0,86.25,2011,11,20,12.34,0.0,1.86,19.31
24.0,86.875,2011,11,20,12.76,0.0,2.17,20.15
24.0,87.5,2011,11,20,12.87,0.0,2.32,20.67
24.0,88.125,2011,11,20,12.89,0.0,2.15,21.29
22.5,85.0,2011,11,21,11.55,0.0,2.33,19.31
22.5,85.625,2011,11,21,11.61,0.0,2.15,19.74
22.5,86.25,2011,11,21,12.25,0.0,1.96,20.05
22.5,86.875,2011,11,21,12.88,0.0,2.23,21.06
22.5,87.5,2011,11,21,13.24,0.0,2.63,21.39
22.5,88.125,2011,11,21,13.04,0.0,2.78,21.98
23.0,85.0,2011,11,21,11.35,0.0,2.36,18.13
23.0,85.625,2011,11,21,11.91,0.0,2.19,19.5
23.0,86.25,2011,11,21,12.52,0.0,2.05,20.44
23.0,86.875,2011,11,21,12.86,0.0,2.17,20.97
23.0,87.5,2011,11,21,13.09,0.0,2.47,21.1
23.0,88.125,2011,11,21,13.11,0.0,2.61,21.43
23.5,85.0,2011,11,21,11.4,0.0,1.87,17.45
23.5,85.625,2011,11,21,11.86,0.0,2.01,18.76
23.5,86.25,2011,11,21,12.43,0.0,2.1,19.99
23.5,86.875,2011,11,21,12.78,0.0,2.15,20.82
23.5,87.5,2011,11,21,12.88,0.0,2.3,20.92
23.5,88.125,2011,11,21,13.0,0.0,2.41,21.38
24.0,85.0,2011,11,21,11.69,0.0,1.55,17.95
24.0,85.625,2011,11,21,11.84,0.0,1.71,18.51
24.0,86.25,2011,11,21,12.18,0.0,2.04,19.39
24.0,86.875,2011,11,21,12.58,0.0,2.15,20.42
24.0,87.5,2011,11,21,12.72,0.0,2.22,20.86
24.0,88.125,2011,11,21,12.85,0.0,2.35,21.43
22.5,85.0,2011,11,22,11.45,0.0,2.28,19.5
22.5,85.625,2011,11,22,11.58,0.0,2.08,20.02
22.5,86.25,2011,11,22,12.14,0.0,1.85,20.22
22.5,86.875,2011,11,22,12.7,0.0,2.08,21.04
22.5,87.5,2011,11,22,12.89,0.0,2.54,20.97
22.5,88.125,2011,11,22,12.72,0.0,2.59,21.89
23.0,85.0,2011,11,22,11.13,0.0,2.31,18.2
23.0,85.625,2011,11,22,11.71,0.0,2.17,19.54
23.0,86.25,2011,11,22,12.26,0.0,1.96,20.23
23.0,86.875,2011,11,22,12.53,0.0,2.02,20.83
23.0,87.5,2011,11,22,12.68,0.0,2.36,20.72
23.0,88.125,2011,11,22,12.69,0.0,2.39,21.38
23.5,85.0,2011,11,22,11.06,0.0,1.77,17.39
23.5,85.625,2011,11,22,11.54,0.0,1.93,18.69
23.5,86.25,2011,11,22,12.05,0.0,1.92,19.76
23.5,86.875,2011,11,22,12.33,0.0,1.99,20.6
23.5,87.5,2011,11,22,12.46,0.0,2.18,20.83
23.5,88.125,2011,11,22,12.59,0.0,2.24,21.48
24.0,85.0,2011,11,22,11.43,0.0,1.55,18.0
24.0,85.625,2011,11,22,11.52,0.0,1.64,18.34
24.0,86.25,2011,11,22,11.74,0.0,1.73,19.2
24.0,86.875,2011,11,22,12.04,0.0,1.94,20.01
24.0,87.5,2011,11,22,12.22,0.0,2.13,20.64
24.0,88.125,2011,11,22,12.45,0.0,2.27,21.43
22.5,85.0,2011,11,23,11.51,0.0,2.35,19.46
22.5,85.625,2011,11,23,11.54,0.0,2.12,20.05
22.5,86.25,2011,11,23,11.92,0.0,1.77,19.9
22.5,86.875,2011,11,23,12.23,0.0,1.93,20.56
22.5,87.5,2011,11,23,12.36,0.0,2.26,20.72
22.5,88.125,2011,11,23,11.98,0.0,2.28,21.61
23.0,85.0,2011,11,23,11.15,0.0,2.29,18.0
23.0,85.625,2011,11,23,11.57,0.0,1.94,19.46
23.0,86.25,2011,11,23,11.99,0.0,1.73,20.14
23.0,86.875,2011,11,23,12.11,0.0,1.82,20.54
23.0,87.5,2011,11,23,12.13,0.0,2.03,20.54
23.0,88.125,2011,11,23,11.89,0.0,2.05,21.07
23.5,85.0,2011,11,23,11.1,0.0,1.75,17.18
23.5,85.625,2011,11,23,11.4,0.0,1.59,18.54
23.5,86.25,2011,11,23,11.81,0.0,1.66,19.81
23.5,86.875,2011,11,23,12.04,0.0,1.82,20.5
23.5,87.5,2011,11,23,11.97,0.0,1.95,20.61
23.5,88.125,2011,11,23,11.81,0.0,1.93,21.14
24.0,85.0,2011,11,23,11.3,0.0,1.83,18.07
24.0,85.625,2011,11,23,11.33,0.0,1.35,18.22
24.0,86.25,2011,11,23,11.59,0.0,1.51,19.22
24.0,86.875,2011,11,23,11.87,0.0,1.83,20.04
24.0,87.5,2011,11,23,11.86,0.0,2.05,20.43
24.0,88.125,2011,11,23,11.92,0.0,2.1,21.18
22.5,85.0,2011,11,24,11.33,0.0,1.34,19.77
22.5,85.625,2011,11,24,11.15,0.0,1.23,20.19
22.5,86.25,2011,11,24,11.63,0.0,1.28,19.98
22.5,86.875,2011,11,24,12.13,0.0,1.82,20.64
22.5,87.5,2011,11,24,12.39,0.0,2.14,20.86
22.5,88.125,2011,11,24,12.25,0.0,2.44,21.81
23.0,85.0,2011,11,24,10.87,0.0,1.35,18.39
23.0,85.625,2011,11,24,11.16,0.0,1.27,19.6
23.0,86.25,2011,11,24,11.56,0.0,1.28,20.04
23.0,86.875,2011,11,24,11.98,0.0,1.57,20.56
23.0,87.5,2011,11,24,12.27,0.0,1.93,20.68
23.0,88.125,2011,11,24,12.34,0.0,2.22,21.15
23.5,85.0,2011,11,24,10.76,0.0,1.36,17.62
23.5,85.625,2011,11,24,11.02,0.0,1.15,18.8
23.5,86.25,2011,11,24,11.44,0.0,1.31,19.68
23.5,86.875,2011,11,24,11.96,0.0,1.54,20.5
23.5,87.5,2011,11,24,12.19,0.0,1.82,20.69
23.5,88.125,2011,11,24,12.27,0.0,2.05,21.13
24.0,85.0,2011,11,24,10.79,0.0,1.34,18.27
24.0,85.625,2011,11,24,10.94,0.0,1.08,18.42
24.0,86.25,2011,11,24,11.37,0.0,1.28,19.52
24.0,86.875,2011,11,24,11.85,0.0,1.56,20.17
24.0,87.5,2011,11,24,12.05,0.0,1.83,20.49
24.0,88.125,2011,11,24,12.19,0.0,2.05,21.14
22.5,85.0,2011,11,25,10.5,0.0,1.7,19.22
22.5,85.625,2011,11,25,10.52,0.0,1.39,19.86
22.5,86.25,2011,11,25,11.16,0.0,1.94,19.36
22.5,86.875,2011,11,25,11.71,0.0,2.71,19.83
22.5,87.5,2011,11,25,12.15,0.0,2.79,20.23
22.5,88.125,2011,11,25,12.28,0.0,2.94,21.33
23.0,85.0,2011,11,25,9.99,0.0,1.49,17.71
23.0,85.625,2011,11,25,10.44,0.0,1.76,18.96
23.0,86.25,2011,11,25,11.04,0.0,2.18,19.14
23.0,86.875,2011,11,25,11.56,0.0,2.56,19.6
23.0,87.5,2011,11,25,12.0,0.0,2.63,19.97
23.0,88.125,2011,11,25,12.22,0.0,2.72,20.56
23.5,85.0,2011,11,25,9.93,0.0,1.08,16.76
23.5,85.625,2011,11,25,10.35,0.0,1.79,18.04
23.5,86.25,2011,11,25,10.94,0.0,2.21,18.81
23.5,86.875,2011,11,25,11.53,0.0,2.53,19.59
23.5,87.5,2011,11,25,11.83,0.0,2.55,19.96
23.5,88.125,2011,11,25,12.0,0.0,2.55,20.5
24.0,85.0,2011,11,25,10.12,0.0,1.06,17.41
24.0,85.625,2011,11,25,10.41,0.0,1.67,17.71
24.0,86.25,2011,11,25,10.9,0.0,2.27,18.56
24.0,86.875,2011,11,25,11.41,0.0,2.61,19.33
24.0,87.5,2011,11,25,11.6,0.0,2.57,19.77
24.0,88.125,2011,11,25,11.9,0.0,2.5,20.53
22.5,85.0,2011,11,26,10.55,0.0,2.03,19.05
22.5,85.625,2011,11,26,10.48,0.0,1.56,19.83
22.5,86.25,2011,11,26,10.98,0.0,1.73,19.38
22.5,86.875,2011,11,26,11.57,0.0,2.41,19.7
22.5,87.5,2011,11,26,11.88,0.0,2.49,19.83
22.5,88.125,2011,11,26,11.89,0.0,2.67,20.73
23.0,85.0,2011,11,26,9.89,0.0,1.86,17.42
23.0,85.625,2011,11,26,10.22,0.0,1.87,18.74
23.0,86.25,2011,11,26,10.83,0.0,2.02,18.97
23.0,86.875,2011,11,26,11.38,0.0,2.37,19.35
23.0,87.5,2011,11,26,11.72,0.0,2.47,19.57
23.0,88.125,2011,11,26,11.88,0.0,2.57,20.04
23.5,85.0,2011,11,26,9.65,0.0,1.28,16.13
23.5,85.625,2011,11,26,10.08,0.0,1.8,17.62
23.5,86.25,2011,11,26,10.71,0.0,2.12,18.48
23.5,86.875,2011,11,26,11.27,0.0,2.54,19.2
23.5,87.5,2011,11,26,11.51,0.0,2.58,19.48
23.5,88.125,2011,11,26,11.69,0.0,2.5,20.02
24.0,85.0,2011,11,26,9.85,0.0,1.37,16.71
24.0,85.625,2011,11,26,10.15,0.0,1.94,17.11
24.0,86.25,2011,11,26,10.59,0.0,2.45,18.03
24.0,86.875,2011,11,26,11.01,0.0,2.84,18.79
24.0,87.5,2011,11,26,11.18,0.0,2.8,19.2
24.0,88.125,2011,11,26,11.54,0.0,2.6,20.07
22.5,85.0,2011,11,27,10.25,0.0,2.11,18.65
22.5,85.625,2011,11,27,10.2,0.0,1.69,19.4
22.5,86.25,2011,11,27,10.67,0.0,1.67,19.07
22.5,86.875,2011,11,27,11.11,0.0,2.3,19.21
22.5,87.5,2011,11,27,11.1,0.0,2.45,19.24
22.5,88.125,2011,11,27,10.87,0.0,2.67,19.94
23.0,85.0,2011,11,27,9.68,0.0,2.12,16.91
23.0,85.625,2011,11,27,9.98,0.0,2.05,18.33
23.0,86.25,2011,11,27,10.49,0.0,2.14,18.54
23.0,86.875,2011,11,27,10.71,0.0,2.47,18.69
23.0,87.5,2011,11,27,10.77,0.0,2.48,18.83
23.0,88.125,2011,11,27,10.78,0.0,2.61,19.11
23.5,85.0,2011,11,27,9.41,0.0,1.85,15.35
23.5,85.625,2011,11,27,9.79,0.0,2.24,16.99
23.5,86.25,2011,11,27,10.19,0.0,2.35,17.82
23.5,86.875,2011,11,27,10.38,0.0,2.59,18.36
23.5,87.5,2011,11,27,10.5,0.0,2.5,18.7
23.5,88.125,2011,11,27,10.57,0.0,2.57,19.08
24.0,85.0,2011,11,27,9.5,0.0,1.73,15.75
24.0,85.625,2011,11,27,9.63,0.0,2.21,16.19
24.0,86.25,2011,11,27,9.86,0.0,2.48,17.11
24.0,86.875,2011,11,27,10.12,0.0,2.68,17.95
24.0,87.5,2011,11,27,10.27,0.0,2.68,18.49
24.0,88.125,2011,11,27,10.45,0.0,2.75,19.19
22.5,85.0,2011,11,28,10.04,0.0,2.12,18.24
22.5,85.625,2011,11,28,9.74,0.0,1.92,18.72
22.5,86.25,2011,11,28,10.06,0.0,1.91,18.25
22.5,86.875,2011,11,28,10.5,0.0,2.3,18.33
22.5,87.5,2011,11,28,10.53,0.0,2.3,18.39
22.5,88.125,2011,11,28,10.26,0.0,2.49,19.12
23.0,85.0,2011,11,28,9.48,0.0,2.52,16.25
23.0,85.625,2011,11,28,9.57,0.0,2.55,17.6
23.0,86.25,2011,11,28,9.93,0.0,2.45,17.69
23.0,86.875,2011,11,28,10.13,0.0,2.52,17.79
23.0,87.5,2011,11,28,10.18,0.0,2.41,17.91
23.0,88.125,2011,11,28,10.11,0.0,2.55,18.18
23.5,85.0,2011,11,28,9.31,0.0,2.6,14.62
23.5,85.625,2011,11,28,9.4,0.0,2.84,16.08
23.5,86.25,2011,11,28,9.69,0.0,2.6,16.8
23.5,86.875,2011,11,28,9.85,0.0,2.63,17.37
23.5,87.5,2011,11,28,9.89,0.0,2.51,17.7
23.5,88.125,2011,11,28,9.9,0.0,2.57,18.13
24.0,85.0,2011,11,28,9.3,0.0,2.58,15.14
24.0,85.625,2011,11,28,9.22,0.0,2.81,15.35
24.0,86.25,2011,11,28,9.36,0.0,2.67,16.07
24.0,86.875,2011,11,28,9.57,0.0,2.71,16.86
24.0,87.5,2011,11,28,9.63,0.0,2.66,17.52
24.0,88.125,2011,11,28,9.78,0.0,2.68,18.29
22.5,85.0,2011,11,29,10.16,0.0,1.83,18.14
22.5,85.625,2011,11,29,9.92,0.0,1.36,18.81
22.5,86.25,2011,11,29,10.34,0.0,1.27,18.62
22.5,86.875,2011,11,29,10.69,0.0,1.54,18.79
22.5,87.5,2011,11,29,10.5,0.0,1.45,18.8
22.5,88.125,2011,11,29,10.24,0.0,1.76,19.4
23.0,85.0,2011,11,29,9.62,0.0,1.95,16.35
23.0,85.625,2011,11,29,9.79,0.0,1.78,17.75
23.0,86.25,2011,11,29,10.13,0.0,1.48,17.85
23.0,86.875,2011,11,29,10.18,0.0,1.39,17.99
23.0,87.5,2011,11,29,10.02,0.0,1.38,18.08
23.0,88.125,2011,11,29,9.89,0.0,1.63,18.23
23.5,85.0,2011,11,29,9.35,0.0,2.18,14.79
23.5,85.625,2011,11,29,9.56,0.0,2.13,16.35
23.5,86.25,2011,11,29,9.74,0.0,1.62,16.92
23.5,86.875,2011,11,29,9.73,0.0,1.31,17.48
23.5,87.5,2011,11,29,9.69,0.0,1.23,17.66
23.5,88.125,2011,11,29,9.62,0.0,1.51,18.0
24.0,85.0,2011,11,29,9.24,0.0,2.31,15.05
24.0,85.625,2011,11,29,9.34,0.0,2.28,15.47
24.0,86.25,2011,11,29,9.5,0.0,1.92,16.29
24.0,86.875,2011,11,29,9.53,0.0,1.63,16.94
24.0,87.5,2011,11,29,9.5,0.0,1.59,17.35
24.0,88.125,2011,11,29,9.47,0.0,1.75,18.05
22.5,85.0,2011,11,30,8.91,0.0,2.15,17.28
22.5,85.625,2011,11,30,9.21,0.0,1.57,18.25
22.5,86.25,2011,11,30,10.27,0.0,1.27,18.5
22.5,86.875,2011,11,30,10.88,0.0,1.5,18.94
22.5,87.5,2011,11,30,10.85,0.0,1.69,18.95
22.5,88.125,2011,11,30,10.62,0.0,2.09,19.85
23.0,85.0,2011,11,30,8.06,0.0,2.06,15.28
23.0,85.625,2011,11,30,8.61,0.0,1.87,16.92
23.0,86.25,2011,11,30,9.4,0.0,1.79,17.37
23.0,86.875,2011,11,30,10.18,0.0,1.75,17.89
23.0,87.5,2011,11,30,10.49,0.0,1.63,18.28
23.0,88.125,2011,11,30,10.45,0.0,1.93,18.7
23.5,85.0,2011,11,30,7.82,0.0,1.82,13.74
23.5,85.625,2011,11,30,8.29,0.0,1.97,15.4
23.5,86.25,2011,11,30,8.92,0.0,1.93,16.25
23.5,86.875,2011,11,30,9.59,0.0,1.91,17.14
23.5,87.5,2011,11,30,10.1,0.0,1.62,17.78
23.5,88.125,2011,11,30,10.14,0.0,1.68,18.37
24.0,85.0,2011,11,30,8.04,0.0,1.74,14.08
24.0,85.625,2011,11,30,8.29,0.0,1.94,14.65
24.0,86.25,2011,11,30,8.67,0.0,1.98,15.52
24.0,86.875,2011,11,30,9.18,0.0,1.94,16.5
24.0,87.5,2011,11,30,9.64,0.0,1.72,17.29
24.0,88.125,2011,11,30,9.93,0.0,1.68,18.24
22.5,85.0,2011,12,1,9.91,0.0,2.0,17.58
22.5,85.625,2011,12,1,10.18,0.0,1.85,18.39
22.5,86.25,2011,12,1,10.52,0.0,1.48,18.3
22.5,86.875,2011,12,1,10.62,0.0,1.58,18.6
22.5,87.5,2011,12,1,10.76,0.0,1.91,18.76
22.5,88.125,2011,12,1,10.77,0.0,2.14,19.79
23.0,85.0,2011,12,1,8.97,0.0,2.06,15.56
23.0,85.625,2011,12,1,9.43,0.0,1.94,17.1
23.0,86.25,2011,12,1,9.8,0.0,1.68,17.28
23.0,86.875,2011,12,1,10.02,0.0,1.63,17.72
23.0,87.5,2011,12,1,10.29,0.0,1.87,18.04
23.0,88.125,2011,12,1,10.58,0.0,2.04,18.75
23.5,85.0,2011,12,1,8.46,0.0,1.52,14.02
23.5,85.625,2011,12,1,8.97,0.0,1.51,15.63
23.5,86.25,2011,12,1,9.43,0.0,1.48,16.52
23.5,86.875,2011,12,1,9.73,0.0,1.65,17.33
23.5,87.5,2011,12,1,9.95,0.0,1.79,17.76
23.5,88.125,2011,12,1,10.32,0.0,1.85,18.68
24.0,85.0,2011,12,1,8.3,0.0,1.58,14.49
24.0,85.625,2011,12,1,8.68,0.0,1.2,15.06
24.0,86.25,2011,12,1,9.1,0.0,1.24,16.12
24.0,86.875,2011,12,1,9.56,0.0,1.6,17.1
24.0,87.5,2011,12,1,9.83,0.0,1.79,17.72
24.0,88.125,2011,12,1,10.29,0.0,1.88,18.89
22.5,85.0,2011,12,2,11.39,0.0,1.67,19.23
22.5,85.625,2011,12,2,10.74,0.0,1.15,19.58
22.5,86.25,2011,12,2,10.49,0.0,1.31,18.71
22.5,86.875,2011,12,2,10.61,0.0,1.73,18.73
22.5,87.5,2011,12,2,10.89,0.0,1.85,19.01
22.5,88.125,2011,12,2,10.86,0.0,2.09,20.05
